GP,MIN,FGM,FG%,3P Made,3P%,FTA,FT%,OREB,REB,AST,STL,BLK,TOV,target_5yrs,EFF_RATING,AST_TO_RATIO,REB_PER_MIN
3,32.0,0.4,0.4,0.5,0.455,4.6,0.848,1.0,6.4,9.0,1.1,2.3,0.2,0,6.1,44.7761,0.2
16,17.6,3.0,0.492,2.0,0.435,1.4,0.929,2.7,6.3,3.2,2.2,0.1,4.6,1,0.6312,0.6955,0.3579
57,34.0,1.7,0.515,0.9,0.346,7.0,0.857,3.8,6.8,6.5,0.9,2.4,2.2,0,0.2649,2.9532,0.2
75,33.6,2.0,0.4,1.8,0.36,2.6,0.692,2.7,10.7,7.1,1.7,0.4,2.4,0,0.2493,2.9571,0.3184
12,31.6,1.8,0.419,1.8,0.286,2.4,0.667,3.5,9.9,7.8,1.2,0.7,4.3,1,1.3583,1.8135,0.3133
74,31.1,3.7,0.389,1.3,0.317,5.4,0.63,3.3,9.7,5.6,0.4,1.7,3.1,1,0.2162,1.8059,0.3119
16,15.1,2.0,0.476,2.5,0.362,4.5,0.778,1.4,3.6,4.0,1.0,0.8,3.1,0,0.4562,1.2899,0.2384
72,7.7,5.0,0.446,0.8,0.421,2.1,0.714,2.4,9.7,9.7,2.2,2.0,1.6,0,0.3667,6.0587,1.2596
76,18.3,2.4,0.453,1.3,0.406,3.0,0.633,0.6,7.5,6.1,1.8,1.8,4.2,0,0.1882,1.452,0.4098
24,10.7,0.5,0.357,1.6,0.32,1.4,0.857,2.1,3.8,7.3,0.4,0.3,1.0,0,0.4625,7.2927,0.3551
28,27.9,5.4,0.478,2.0,0.351,7.3,0.685,0.9,8.1,3.4,0.5,2.0,0.5,1,0.5929,6.7864,0.2903
8,16.4,2.2,0.478,2.4,0.329,8.0,0.675,3.0,5.8,6.7,1.9,2.8,1.1,0,1.9625,6.0854,0.3536
36,37.2,2.6,0.464,1.2,0.429,3.7,0.865,2.1,3.4,2.6,2.4,0.5,1.5,0,0.2639,1.7322,0.0914
8,26.2,3.7,0.425,1.9,0.302,7.7,0.649,1.6,7.2,2.5,1.0,1.8,1.6,0,1.4875,1.5615,0.2748
58,32.1,2.0,0.488,0.5,0.263,7.8,0.667,1.1,6.6,7.1,1.8,1.0,3.4,0,0.2155,2.0876,0.2056
60,9.4,0.5,0.357,2.8,0.4,1.1,0.909,4.0,5.3,5.2,0.5,1.4,1.2,0,0.1933,4.3297,0.5638
50,33.4,2.2,0.489,1.1,0.333,7.8,0.872,0.3,6.4,6.8,0.9,0.9,3.4,0,0.256,1.9994,0.1916
28,35.5,6.8,0.372,2.2,0.253,6.4,0.891,0.2,8.5,2.7,0.1,1.1,0.6,1,0.6393,4.4925,0.2394
41,21.1,4.0,0.526,0.1,0.333,1.8,0.778,0.9,6.6,6.0,2.3,0.1,0.9,1,0.4317,6.6593,0.3128
64,25.0,4.7,0.409,0.6,0.316,1.8,0.722,3.9,10.2,4.4,1.2,2.9,2.6,0,0.3172,1.6917,0.408
27,30.2,4.4,0.37,1.5,0.455,1.2,0.75,3.9,6.2,6.0,2.4,1.9,4.6,1,0.5926,1.3041,0.2053
63,10.8,1.5,0.5,2.6,0.31,1.2,0.833,2.6,3.8,2.9,2.1,1.5,4.3,0,0.1159,0.6743,0.3518
17,21.6,2.7,0.36,1.6,0.457,8.1,0.642,3.5,6.4,7.2,2.5,1.2,4.9,1,0.7176,1.4691,0.2963
73,18.2,5.5,0.444,2.8,0.255,4.2,0.786,0.9,3.5,8.1,0.9,1.6,3.3,1,0.211,2.4538,0.1923
33,9.8,0.7,0.368,1.5,0.294,6.2,0.887,3.9,6.4,2.6,0.6,1.1,3.4,0,0.2212,0.7645,0.653
77,17.1,1.7,0.405,1.5,0.278,6.5,0.8,0.6,2.8,3.0,2.9,1.1,3.2,0,0.0909,0.9372,0.1637
29,7.2,1.8,0.474,0.4,0.286,5.7,0.737,0.4,5.4,6.6,2.2,1.4,3.2,0,0.4379,2.0619,0.7499
13,5.9,2.8,0.5,2.4,0.316,6.3,0.762,0.4,3.6,7.0,2.5,0.8,0.9,1,1.1,7.7691,0.6101
46,9.5,5.2,0.477,0.7,0.35,0.1,1.0,2.3,9.3,7.0,0.0,0.5,2.8,0,0.4174,2.4991,0.9788
35,36.8,0.6,0.545,2.7,0.27,2.6,0.846,3.1,5.3,6.8,1.1,1.7,2.1,0,0.3714,3.2366,0.144
6,23.1,3.2,0.516,2.7,0.255,6.8,0.662,1.5,5.5,3.9,2.2,2.5,2.3,1,2.1167,1.6949,0.2381
69,36.9,1.4,0.519,2.8,0.333,0.2,0.5,3.9,4.7,3.9,0.2,0.5,2.7,0,0.1145,1.4439,0.1274
47,19.3,7.0,0.449,1.6,0.258,0.3,0.667,1.7,5.8,2.5,1.7,0.1,0.8,1,0.3447,3.1211,0.3005
25,15.3,0.7,0.389,2.0,0.317,7.7,0.779,0.6,1.6,1.6,1.3,0.7,1.9,0,0.092,0.8417,0.1046
66,21.7,2.4,0.511,2.3,0.324,6.8,0.706,1.9,10.0,6.9,0.1,2.9,0.5,0,0.3,13.7725,0.4608
10,19.5,3.9,0.52,0.4,0.333,2.8,0.679,2.7,9.5,0.9,0.7,2.5,4.9,1,1.17,0.1836,0.4872
56,8.5,4.2,0.408,1.8,0.409,6.2,0.774,3.3,7.9,9.4,0.9,1.8,0.8,1,0.3929,11.7353,0.9293
30,26.1,2.2,0.5,0.1,0.5,8.5,0.647,1.8,2.9,8.3,0.3,2.8,1.4,1,0.4033,5.9243,0.1111
5,12.1,2.6,0.531,1.5,0.405,2.9,0.724,2.4,7.5,8.6,1.9,1.3,4.5,1,3.32,1.9107,0.6198
33,25.4,2.9,0.509,0.5,0.333,0.4,0.75,1.1,7.6,9.1,0.7,2.9,2.5,1,0.6242,3.6385,0.2992
65,26.5,2.0,0.37,0.5,0.357,9.3,0.699,2.6,4.6,4.1,0.8,0.9,0.9,1,0.1338,4.5505,0.1736
18,10.0,1.5,0.385,1.1,0.344,3.8,0.632,3.9,9.1,8.5,2.7,0.7,2.0,1,1.0611,4.2479,0.9099
49,7.0,2.9,0.468,1.3,0.255,1.0,0.7,0.2,7.2,1.6,1.4,1.9,0.8,1,0.2837,1.9975,1.0284
11,30.8,1.6,0.41,1.9,0.373,3.8,0.895,3.5,10.3,0.2,1.2,1.1,1.2,0,1.1636,0.1665,0.3344
26,20.2,2.2,0.431,0.2,0.333,6.8,0.794,2.2,8.7,7.8,2.2,1.9,0.4,1,0.8077,19.4514,0.4307
63,6.9,3.4,0.405,1.5,0.441,2.1,0.762,1.0,8.2,0.7,2.7,0.9,2.3,0,0.2079,0.3042,1.1882
59,37.8,5.1,0.402,0.5,0.5,2.4,0.792,3.8,11.7,9.9,0.1,1.9,4.1,1,0.4085,2.414,0.3095
27,6.9,4.0,0.412,1.7,0.283,2.5,0.68,1.9,6.4,6.7,1.3,0.8,3.0,1,0.5704,2.2326,0.9274
49,27.9,0.7,0.5,1.9,0.317,10.4,0.663,1.3,6.5,7.5,1.8,0.2,3.1,0,0.2061,2.4186,0.233
77,37.5,0.6,0.545,1.7,0.283,2.1,0.667,0.7,7.1,2.5,1.0,2.7,1.2,0,0.1558,2.0816,0.1893
33,12.9,6.7,0.444,2.2,0.431,6.4,0.625,1.0,7.0,6.7,2.3,2.6,1.9,0,0.6364,3.5245,0.5426
1,9.7,2.2,0.373,1.0,0.323,8.0,0.812,3.3,11.6,0.4,2.9,2.9,4.3,1,14.2,0.093,1.1958
21,9.0,0.6,0.429,2.3,0.397,1.5,0.667,2.5,3.1,8.4,2.8,2.1,0.6,0,0.7571,13.9767,0.3444
55,15.0,4.1,0.38,1.3,0.406,10.1,0.673,3.7,7.2,1.7,0.8,2.0,4.3,1,0.1491,0.3953,0.48
6,8.3,4.0,0.357,1.5,0.5,8.5,0.776,0.9,3.8,7.0,0.7,1.7,2.5,1,2.1333,2.7989,0.4578
81,27.8,3.3,0.508,1.9,0.442,9.1,0.681,0.5,3.1,2.2,2.9,0.4,4.2,1,0.0593,0.5237,0.1115
69,7.1,1.6,0.4,0.1,0.333,1.7,0.882,0.0,2.3,0.7,1.4,0.6,1.7,0,0.0681,0.4115,0.3239
5,21.8,0.2,0.4,2.0,0.444,6.6,0.667,2.0,8.1,4.8,0.6,0.9,1.8,0,2.12,2.6652,0.3715
3,37.9,6.8,0.36,1.9,0.253,7.2,0.736,4.0,5.3,1.7,2.1,2.7,3.8,1,4.3,0.4473,0.1398
53,31.9,1.7,0.362,0.9,0.375,8.6,0.802,2.8,6.4,7.3,0.9,0.5,4.0,0,0.2094,1.8245,0.2006
23,25.3,4.0,0.404,0.3,0.429,1.9,0.684,1.2,7.1,2.4,0.8,2.8,1.3,1,0.6609,1.8447,0.2806
53,15.1,5.1,0.49,0.3,0.429,7.7,0.701,3.5,6.0,3.4,2.6,1.6,4.9,1,0.217,0.6937,0.3973
37,25.6,4.6,0.383,2.8,0.315,2.9,0.828,3.1,6.0,5.7,0.5,2.1,0.6,1,0.4811,9.4842,0.2344
74,22.4,1.8,0.529,2.1,0.467,1.3,0.923,0.1,5.8,2.8,0.2,0.3,0.5,0,0.1392,5.5888,0.2589
74,19.1,1.6,0.39,0.4,0.267,3.8,0.763,3.3,9.5,3.8,0.8,0.8,3.1,0,0.1689,1.2254,0.4974
17,9.3,3.8,0.369,1.1,0.256,7.8,0.718,1.2,8.7,8.2,1.8,2.9,3.7,0,1.1471,2.2156,0.9354
78,34.3,5.2,0.456,1.8,0.4,5.1,0.647,0.6,7.6,1.8,0.4,0.8,4.8,0,0.1179,0.3749,0.2216
73,19.8,5.9,0.413,2.5,0.342,5.9,0.644,0.9,8.6,0.8,1.4,0.9,2.1,1,0.1836,0.3808,0.4343
1,11.4,0.9,0.45,0.1,0.5,9.6,0.729,1.9,6.9,3.3,1.9,0.6,0.3,0,10.7,10.9635,0.6052
51,17.1,1.1,0.44,0.7,0.304,4.1,0.683,1.7,6.4,4.2,2.5,0.4,3.1,0,0.2,1.3544,0.3742
45,18.7,6.5,0.474,2.7,0.355,5.7,0.754,1.2,8.2,5.4,0.7,0.7,1.6,1,0.4111,3.3729,0.4385
77,32.3,5.3,0.39,0.0,0.0,3.8,0.684,0.7,8.3,3.7,2.5,1.9,2.3,1,0.2364,1.608,0.257
4,29.2,4.5,0.366,0.6,0.429,3.2,0.844,3.0,6.4,7.9,0.7,1.4,2.5,0,4.475,3.1587,0.2192
62,30.4,1.3,0.361,2.9,0.302,6.3,0.778,4.0,12.1,0.4,2.0,1.7,0.5,0,0.2516,0.7984,0.398
65,5.4,3.3,0.508,1.8,0.353,9.4,0.702,3.1,7.4,4.3,1.3,0.4,2.5,1,0.1754,1.7193,1.3701
32,18.7,4.6,0.374,0.8,0.421,4.2,0.905,1.2,8.0,3.8,0.3,2.4,2.2,0,0.5156,1.7265,0.4278
34,20.9,4.3,0.394,0.2,0.286,7.9,0.684,1.0,3.0,6.5,2.1,2.4,3.6,0,0.3588,1.8051,0.1435
72,5.6,2.8,0.491,0.1,0.333,0.9,0.667,0.9,6.4,9.7,0.7,0.1,3.3,1,0.2236,2.9385,1.1427
39,13.6,0.2,0.5,0.7,0.269,1.9,0.789,0.5,3.4,5.1,0.5,1.2,1.1,0,0.2282,4.6322,0.25
26,30.1,4.1,0.482,2.6,0.448,4.6,0.761,2.2,6.4,9.9,1.1,0.2,1.2,1,0.7462,8.2431,0.2126
34,9.5,1.4,0.368,1.2,0.279,0.2,0.5,2.4,3.9,3.0,2.0,2.4,1.4,0,0.3294,2.1413,0.4105
54,22.7,2.6,0.413,2.2,0.297,2.7,0.667,2.8,9.7,0.3,0.7,2.2,1.1,1,0.25,0.2725,0.4273
3,12.1,5.6,0.397,2.8,0.452,4.5,0.8,2.7,3.7,1.7,0.6,2.7,3.4,1,3.3333,0.4999,0.3058
50,5.4,2.5,0.49,1.2,0.293,0.1,1.0,1.2,6.4,4.0,0.0,0.7,5.0,0,0.172,0.7998,1.185
12,13.0,4.3,0.398,0.6,0.353,2.7,0.704,1.3,3.2,3.2,1.4,1.4,3.3,1,0.7833,0.9694,0.2461
65,37.2,1.5,0.556,1.6,0.258,5.0,0.72,2.7,7.9,1.0,1.3,0.6,3.1,0,0.12,0.3225,0.2124
54,31.5,4.5,0.459,2.7,0.435,4.7,0.851,1.4,4.1,4.3,0.7,1.1,2.2,0,0.2185,1.9537,0.1302
5,36.7,6.2,0.413,2.4,0.304,8.2,0.793,0.9,3.4,3.4,0.2,1.6,1.7,1,2.28,1.9988,0.0926
57,21.1,0.6,0.5,0.2,0.333,7.0,0.643,1.5,6.0,1.2,1.3,0.2,4.6,0,0.0386,0.2608,0.2843
17,8.6,0.1,0.333,2.1,0.256,4.2,0.69,1.1,6.6,3.0,2.4,2.1,4.9,0,0.4706,0.6121,0.7674
47,23.1,3.0,0.492,1.7,0.378,10.4,0.625,0.4,2.0,8.9,2.1,1.6,2.6,1,0.2362,3.4218,0.0866
23,20.0,0.6,0.4,2.7,0.255,8.2,0.671,3.3,5.3,5.3,2.6,2.5,1.6,0,0.5217,3.3104,0.265
79,32.9,4.0,0.455,0.4,0.267,2.2,0.636,3.4,6.1,7.1,0.0,0.8,3.9,1,0.1684,1.82,0.1854
14,8.2,6.2,0.416,1.6,0.39,1.1,0.818,0.9,8.9,6.1,2.9,2.7,0.8,1,1.8429,7.6155,1.0852
66,21.1,2.8,0.528,2.6,0.277,7.0,0.671,0.3,4.0,4.3,1.0,3.0,3.9,0,0.1348,1.1023,0.1896
75,10.0,1.7,0.548,1.2,0.25,4.3,0.907,3.0,8.1,2.4,3.0,2.8,4.1,0,0.18,0.5852,0.8099
51,15.7,2.2,0.367,1.4,0.4,7.9,0.696,0.8,3.2,3.7,0.8,2.3,0.8,0,0.1765,4.6192,0.2038
38,29.3,5.0,0.485,0.2,0.333,6.9,0.754,1.6,5.8,5.9,1.4,2.4,4.9,1,0.3658,1.2038,0.1979
64,20.7,0.1,0.333,0.8,0.333,5.6,0.786,0.3,1.5,3.5,1.1,1.7,4.9,0,0.0281,0.7141,0.0725
38,17.4,3.8,0.358,1.0,0.385,10.6,0.651,0.9,2.0,2.1,1.1,0.6,4.7,0,0.0316,0.4467,0.1149
50,18.0,3.4,0.5,2.8,0.491,5.7,0.649,3.2,7.6,1.2,2.5,2.0,2.6,1,0.242,0.4614,0.4222
30,20.2,4.0,0.482,0.8,0.4,0.9,0.889,3.2,6.8,8.8,2.2,2.1,1.4,1,0.7467,6.2812,0.3366
79,30.9,1.5,0.405,1.4,0.389,8.1,0.716,0.8,2.4,4.4,3.0,3.0,3.0,0,0.1139,1.4662,0.0777
51,34.4,3.8,0.362,2.0,0.345,2.3,0.783,1.3,7.4,6.3,1.8,1.6,2.2,1,0.3569,2.8623,0.2151
63,36.5,0.6,0.375,0.5,0.417,7.1,0.761,0.5,8.6,4.9,1.4,0.8,1.2,1,0.2127,4.0799,0.2356
52,31.0,1.1,0.44,1.5,0.268,10.2,0.657,0.3,4.3,8.7,0.3,2.1,2.2,0,0.2077,3.9527,0.1387
38,15.4,6.4,0.386,2.2,0.293,6.1,0.803,4.0,9.6,5.5,3.0,2.9,3.4,1,0.6,1.6172,0.6233
79,27.7,4.1,0.519,2.6,0.464,6.6,0.636,2.6,10.5,4.8,1.7,0.5,0.5,1,0.2367,9.5808,0.379
30,19.4,0.2,0.333,1.9,0.302,3.8,0.842,2.2,9.0,9.2,2.1,1.0,1.8,0,0.6367,5.1083,0.4639
51,13.4,1.6,0.364,2.0,0.303,3.7,0.703,3.1,7.4,7.2,1.2,1.6,0.3,0,0.3451,23.9203,0.5522
81,32.7,1.3,0.5,0.4,0.25,3.6,0.694,3.4,9.4,1.1,1.6,0.5,3.8,1,0.1111,0.2894,0.2875
5,6.3,1.8,0.474,2.8,0.5,5.5,0.818,3.2,4.8,1.8,2.8,0.1,3.3,0,1.4,0.5453,0.7618
29,34.8,1.5,0.517,0.4,0.4,6.7,0.791,0.1,4.5,7.9,0.5,1.0,0.5,0,0.4655,15.7685,0.1293
4,20.2,0.4,0.5,2.3,0.258,7.1,0.662,0.7,3.7,8.4,0.9,2.6,4.8,0,2.2,1.7496,0.1832
10,26.0,3.3,0.384,0.8,0.258,2.1,0.667,2.6,4.6,5.3,0.5,0.1,0.3,0,1.28,17.608,0.1769
56,26.8,4.1,0.461,2.8,0.292,4.4,0.795,1.5,5.2,5.5,2.4,1.3,3.0,1,0.2607,1.8327,0.194
17,34.5,3.8,0.528,2.2,0.282,7.5,0.733,3.9,5.7,6.3,0.2,2.3,3.9,1,0.7294,1.615,0.1652
74,26.0,4.8,0.466,2.3,0.46,3.7,0.892,2.7,8.6,4.4,0.2,2.9,4.0,1,0.223,1.0997,0.3308
17,25.3,0.7,0.368,0.7,0.333,4.6,0.826,3.8,8.0,5.3,0.9,3.0,0.4,0,0.9824,13.217,0.3162
69,7.2,4.8,0.41,1.3,0.406,7.3,0.74,0.8,5.4,1.1,1.5,1.3,4.6,0,0.1101,0.2391,0.7499
34,22.1,4.4,0.449,1.9,0.422,5.3,0.868,3.5,5.4,9.6,1.2,2.9,4.6,1,0.5353,2.0865,0.2443
6,10.0,4.2,0.506,2.3,0.277,4.4,0.659,1.3,3.3,7.5,0.1,0.1,2.9,0,1.8,2.5853,0.33
53,29.3,4.1,0.36,0.3,0.429,9.2,0.685,4.0,8.9,6.3,2.9,2.2,2.5,1,0.3585,2.519,0.3037
66,21.9,6.3,0.382,2.9,0.341,1.7,0.647,0.6,8.6,3.2,2.9,1.9,0.4,0,0.3318,7.98,0.3927
77,27.4,3.5,0.479,2.7,0.257,10.1,0.693,2.1,3.4,1.6,0.8,0.7,2.9,0,0.0519,0.5515,0.1241
43,6.4,1.2,0.545,0.8,0.421,1.3,0.615,3.2,5.9,4.1,2.2,1.5,2.2,0,0.2837,1.8628,0.9217
75,7.8,3.8,0.535,2.5,0.253,0.1,1.0,1.7,8.9,6.6,1.7,0.4,3.9,0,0.2333,1.6919,1.1409
23,28.6,4.6,0.523,1.6,0.25,8.7,0.713,1.9,3.3,6.3,0.7,2.6,2.1,1,0.5609,2.9986,0.1154
55,7.4,4.7,0.42,1.4,0.318,2.7,0.63,3.9,11.5,3.8,0.8,1.1,3.5,1,0.3164,1.0854,1.5538
80,7.4,3.1,0.365,0.9,0.429,7.2,0.708,1.7,6.2,6.1,1.5,1.9,0.7,1,0.2,8.7019,0.8377
75,5.4,0.5,0.455,1.7,0.378,6.4,0.891,2.4,6.3,8.1,1.3,0.5,0.8,1,0.2027,10.1124,1.1665
16,36.6,2.6,0.377,2.2,0.349,8.8,0.682,0.2,3.3,0.3,0.9,0.6,0.9,0,0.25,0.333,0.0902
8,29.3,5.6,0.444,1.2,0.387,10.7,0.645,3.4,6.4,4.5,2.4,3.0,0.4,1,2.2125,11.2219,0.2184
4,16.7,3.5,0.398,1.9,0.388,3.1,0.677,2.6,5.6,5.3,1.4,2.3,2.8,0,3.575,1.8922,0.3353
4,14.8,3.2,0.395,2.1,0.253,7.0,0.714,1.6,8.8,5.5,2.0,2.9,4.0,1,4.1,1.3747,0.5946
56,16.5,1.9,0.5,2.1,0.438,1.1,0.727,0.1,6.2,6.5,0.6,0.9,3.1,0,0.2268,2.0961,0.3757
25,30.6,2.1,0.467,0.2,0.286,4.5,0.622,2.4,8.1,5.2,1.6,0.5,3.0,0,0.512,1.7328,0.2647
67,26.8,6.6,0.41,2.6,0.5,6.8,0.868,0.1,7.0,9.9,1.0,1.5,3.5,1,0.3224,2.8278,0.2612
67,11.1,4.3,0.538,1.4,0.311,3.7,0.703,0.0,2.8,0.5,1.6,1.5,1.8,1,0.1164,0.2776,0.2522
27,10.7,4.3,0.462,0.8,0.258,5.1,0.804,2.5,7.7,4.9,2.3,0.5,1.9,1,0.6222,2.5776,0.7196
32,8.2,2.7,0.429,0.7,0.389,5.0,0.7,0.8,4.8,0.9,2.3,2.2,1.7,0,0.3031,0.5291,0.5853
50,26.8,4.2,0.359,1.4,0.424,6.3,0.714,0.8,7.7,1.6,1.1,1.1,3.6,1,0.206,0.4443,0.2873
61,30.2,1.4,0.437,2.7,0.303,8.0,0.85,2.6,5.7,3.8,2.1,0.6,1.0,1,0.1869,3.7962,0.1887
51,13.7,4.1,0.383,1.1,0.289,0.5,0.8,0.2,5.9,1.6,2.8,1.0,0.3,0,0.2941,5.3156,0.4306
19,5.7,2.3,0.451,2.2,0.297,5.6,0.714,1.3,8.4,9.6,1.9,1.7,3.1,1,1.0105,3.0958,1.4734
21,7.7,2.5,0.385,0.3,0.375,7.0,0.857,0.6,4.4,9.5,0.4,2.2,4.7,0,0.6333,2.0208,0.5714
5,36.9,3.8,0.418,1.4,0.4,4.2,0.81,2.3,3.6,3.4,2.0,1.4,3.1,1,2.06,1.0964,0.0976
42,14.7,5.6,0.373,3.0,0.256,0.8,0.625,2.6,7.4,6.4,0.3,1.6,4.0,1,0.4048,1.5996,0.5034
61,30.4,0.6,0.462,2.3,0.261,4.9,0.796,2.9,6.0,5.3,2.6,0.4,3.4,0,0.1721,1.5584,0.1974
22,25.6,5.5,0.417,0.6,0.353,3.1,0.742,1.0,6.6,8.2,1.5,2.7,2.6,1,0.9591,3.1526,0.2578
21,17.6,1.9,0.413,1.5,0.273,1.7,0.647,0.4,8.2,6.3,1.2,2.8,3.6,0,0.7714,1.7495,0.4659
70,11.8,2.6,0.448,0.7,0.35,7.2,0.819,0.3,4.8,0.0,0.2,2.1,4.2,1,0.06,0.0,0.4067
1,9.0,0.2,0.5,1.2,0.353,4.8,0.771,1.7,6.2,7.6,1.1,0.1,1.3,0,12.8,5.8417,0.6888
5,25.3,2.1,0.525,2.3,0.434,9.1,0.714,3.8,9.7,7.5,2.7,1.6,1.8,0,3.84,4.1644,0.3834
12,30.6,3.8,0.551,2.3,0.348,8.3,0.675,0.9,2.7,5.1,0.1,1.9,1.3,1,0.8,3.9201,0.0882
46,26.2,0.4,0.364,0.7,0.318,7.6,0.645,1.0,3.4,9.0,1.4,3.0,2.4,0,0.263,3.7484,0.1298
34,22.5,3.3,0.493,2.8,0.491,0.0,0.0,0.4,7.8,9.1,2.8,3.0,4.4,1,0.6353,2.0677,0.3467
49,6.4,5.1,0.495,1.8,0.346,4.5,0.667,2.4,8.0,5.2,1.2,2.6,1.9,1,0.3816,2.7354,1.2498
78,37.0,0.9,0.391,1.1,0.282,1.7,0.824,2.7,3.5,6.1,1.3,0.2,2.0,0,0.1244,3.0485,0.0946
45,31.4,4.5,0.474,1.5,0.3,7.1,0.901,2.6,5.0,10.0,1.7,2.9,4.3,1,0.4244,2.325,0.1592
27,14.7,2.1,0.438,1.8,0.305,1.6,0.75,3.4,9.4,3.0,1.4,1.8,2.7,1,0.5407,1.1107,0.6394
73,37.3,4.6,0.511,1.7,0.262,2.3,0.87,1.9,8.2,3.2,0.5,2.4,2.8,0,0.2164,1.1424,0.2198
26,24.9,1.7,0.362,1.5,0.484,5.2,0.692,0.5,7.6,1.8,0.1,1.2,4.3,0,0.25,0.4185,0.3052
47,24.2,1.2,0.375,1.5,0.319,2.6,0.692,1.2,4.4,9.0,1.8,1.0,2.6,1,0.2979,3.4602,0.1818
56,29.7,1.0,0.37,0.5,0.278,1.7,0.882,2.6,10.3,7.4,2.8,1.4,3.5,0,0.3429,2.1137,0.3468
63,31.8,0.5,0.455,2.4,0.324,6.4,0.656,2.5,7.2,1.1,0.3,0.4,0.6,0,0.1063,1.8303,0.2264
48,26.7,1.2,0.387,1.6,0.381,0.7,0.857,2.1,8.0,9.8,0.6,1.1,1.1,1,0.4062,8.901,0.2996
61,9.2,4.0,0.513,0.4,0.444,0.5,0.8,2.7,7.9,7.3,1.1,2.6,2.1,1,0.3393,3.4745,0.8586
81,16.2,4.6,0.554,2.3,0.264,3.7,0.703,2.5,4.2,8.5,2.4,0.1,2.6,1,0.1988,3.268,0.2592
26,35.6,5.6,0.549,2.8,0.341,6.6,0.758,3.5,11.4,0.5,0.8,0.5,4.8,1,0.4769,0.1041,0.3202
36,12.4,5.1,0.418,2.8,0.267,5.2,0.75,2.3,3.7,5.0,2.6,0.4,4.9,0,0.2944,1.0202,0.2984
1,17.3,0.7,0.437,1.1,0.314,3.4,0.882,3.1,6.0,7.0,0.2,1.2,4.3,1,10.4,1.6275,0.3468
8,19.3,1.7,0.436,0.4,0.308,5.2,0.769,1.0,7.9,5.4,2.8,3.0,1.7,0,2.2375,3.1746,0.4093
52,19.5,1.7,0.548,1.6,0.276,3.9,0.667,2.7,8.0,6.7,1.7,0.5,4.8,0,0.2404,1.3955,0.4102
79,25.2,1.5,0.455,0.3,0.3,10.3,0.641,3.6,10.9,8.2,2.0,0.4,3.5,1,0.2,2.3422,0.4325
47,36.1,2.8,0.394,2.8,0.359,0.5,0.8,1.5,6.0,3.7,1.1,2.7,2.1,0,0.3,1.7611,0.1662
56,12.9,3.4,0.447,0.6,0.333,6.2,0.758,3.1,6.5,8.5,2.3,2.6,3.6,1,0.325,2.3605,0.5038
14,9.0,2.0,0.392,0.8,0.276,9.0,0.689,2.9,10.7,1.6,0.5,0.1,0.3,0,0.8429,5.3156,1.1888
28,11.5,1.9,0.487,1.2,0.364,8.8,0.636,0.2,1.1,5.3,0.1,2.3,0.9,0,0.2357,5.8824,0.0956
78,34.3,4.8,0.384,1.1,0.355,1.6,0.812,2.3,9.6,0.4,1.2,2.0,4.2,1,0.1731,0.0952,0.2799
2,26.3,5.5,0.42,2.4,0.453,2.8,0.75,0.5,2.8,3.6,2.6,2.3,3.3,0,6.4,1.0906,0.1065
26,14.4,2.1,0.5,1.4,0.259,7.5,0.667,3.9,10.8,3.8,2.3,1.5,1.9,0,0.6192,1.9989,0.7499
14,31.9,6.3,0.492,0.5,0.455,0.8,0.75,3.2,5.0,8.1,1.6,3.0,2.6,0,1.5143,3.1142,0.1567
59,33.4,6.4,0.413,0.8,0.308,6.6,0.864,0.4,5.4,6.5,1.7,0.1,4.5,1,0.2492,1.4441,0.1617
56,32.9,2.2,0.379,1.5,0.357,7.1,0.704,0.5,8.1,4.4,0.4,0.7,3.2,0,0.1875,1.3746,0.2462
7,35.3,2.2,0.449,0.4,0.364,6.1,0.836,2.4,6.8,6.5,2.5,1.2,2.1,0,2.3,3.0938,0.1926
3,13.3,3.0,0.484,1.8,0.3,0.9,0.778,1.4,8.0,0.5,2.4,1.3,0.8,1,4.7333,0.6242,0.6015
23,29.9,5.8,0.374,1.7,0.472,6.8,0.735,0.1,7.0,1.8,2.0,2.8,1.6,0,0.6957,1.1243,0.2341
18,20.2,5.0,0.407,2.1,0.313,7.4,0.649,2.2,8.3,6.3,1.4,1.7,4.9,1,0.8444,1.2855,0.4109
38,32.8,0.8,0.444,2.8,0.283,7.7,0.753,1.6,9.4,6.4,2.9,0.1,2.3,0,0.4053,2.7814,0.2866
15,29.0,2.9,0.439,2.7,0.273,0.4,0.75,0.4,4.6,7.7,2.6,1.2,2.5,0,1.0933,3.0788,0.1586
64,30.6,3.9,0.5,2.8,0.424,0.2,1.0,3.2,5.3,4.0,1.9,1.2,2.6,1,0.2141,1.5379,0.1732
28,26.7,3.0,0.411,0.7,0.259,4.0,0.65,3.7,5.0,7.2,1.1,2.9,4.4,1,0.4786,1.636,0.1873
74,10.9,1.4,0.467,0.4,0.308,1.2,0.833,3.0,5.6,6.8,1.9,1.8,3.1,1,0.1919,2.1928,0.5137
39,23.0,5.6,0.357,0.9,0.265,5.1,0.765,3.3,5.1,5.3,1.7,1.9,3.5,1,0.3821,1.5139,0.2217
57,37.5,4.3,0.439,2.7,0.338,7.6,0.842,0.9,5.9,2.2,1.2,2.1,2.1,0,0.2175,1.0471,0.1573
17,35.9,4.5,0.437,2.9,0.326,4.0,0.675,1.1,3.1,5.5,0.9,2.3,0.3,0,0.8647,18.2724,0.0863
